svn;email;issues
amarrk;Alan-Gates;Alan-Gates	20130506	hive	1
aniket486;Alan-Gates;Alan-Gates	20130506	pig	1
aniket486;Alan-Gates;Alan-Gates	20130508	pig	1
aniket486;Alan-Gates;Alan-Gates	20130515	hive	1
aniket486;Alan-Gates;Alan-Gates	20130606	pig	1
aniket486;Alan-Gates;Alan-Gates	20130613	hive	1
aniket486;Alan-Gates;Alan-Gates	20130613	pig	1
aniket486;Alan-Gates;Alan-Gates	20130624	hive	1
aniket486;Alan-Gates;Alan-Gates	20130624	pig	1
aniket486;Alan-Gates;Alan-Gates	20130703	hive	1
aniket486;Alan-Gates;Alan-Gates	20130716	hive	2
aniket486;Alan-Gates;Alan-Gates	20130717	hive	2
aniket486;Alan-Gates;Alan-Gates	20130724	hive	1
aniket486;Alan-Gates;Alan-Gates	20130724	pig	1
aniket486;Alan-Gates;Alan-Gates	20130727	hive	2
aniket486;Alan-Gates;Alan-Gates	20130805	hive	2
aniket486;Alan-Gates;Alan-Gates	20130808	pig	1
aniket486;Alan-Gates;Alan-Gates	20130822	pig	1
aniket486;Alan-Gates;Alan-Gates	20130904	pig	1
aniket486;Alan-Gates;Alan-Gates	20130920	pig	1
aniket486;Alan-Gates;Alan-Gates	20130930	pig	1
aniket486;Alan-Gates;Alan-Gates	20131007	pig	1
aniket486;Alan-Gates;Alan-Gates	20131009	hive	1
aniket486;Alan-Gates;Alan-Gates	20131022	pig	1
aniket486;Alan-Gates;Alan-Gates	20131209	hive	1
aniket486;Alan-Gates;Alan-Gates	20131210	hive	1
aniket486;Alan-Gates;Alan-Gates	20131216	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130102	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130102	pig	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130106	hive	3
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130108	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130108	pig	3
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130110	hive	2
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130111	pig	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130115	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130115	pig	2
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130116	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130116	pig	4
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130117	hive	4
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130117	pig	3
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130118	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130121	hive	4
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130121	pig	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130122	hive	2
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130123	pig	7
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130124	hive	5
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130125	pig	6
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130128	hive	1
aniket486;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130129	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130201	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130201	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130202	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130204	pig	8
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130205	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130206	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130208	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130215	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130220	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130222	pig	4
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130223	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130226	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130305	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130306	hive	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130306	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130313	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130313	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130314	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130322	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130326	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130329	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130402	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130403	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130408	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130410	hive	9
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130415	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130416	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130416	pig	9
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130418	pig	5
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130423	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130425	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130501	hive	6
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130505	hive	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130506	hive	4
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130507	hive	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130516	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130520	hive	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130521	hive	5
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130522	hive	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130528	pig	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130529	hive	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130529	pig	6
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130604	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130613	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130617	hive	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130618	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130703	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130716	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130719	hive	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130719	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130722	hive	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130723	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130724	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130724	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130725	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130726	hive	4
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130727	hive	5
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130806	hive	3
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130814	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130826	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130911	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130912	pig	2
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130913	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130917	pig	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130923	hive	1
anoopsamjohn;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20130924	pig	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131001	hive	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131115	pig	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131118	hive	2
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131209	pig	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131210	hive	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131213	pig	2
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131214	pig	2
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131217	hive	1
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131220	hive	2
apurtell;Alan-Gates-(JIRA);Alan-Gates-(JIRA)	20131223	hive	2
apurtell;Alan-del-Rio;Alan-del-Rio	20130905	pig	1
apurtell;Alan-del-Rio-Mendez;Alan-del-Rio-Mendez	20130901	pig	1
apurtell;Albert-Chu;Albert-Chu	20130122	hadoop-mapreduce-project	1
apurtell;Albert-Chu-(JIRA);Albert-Chu-(JIRA)	20130920	hadoop-mapreduce-project	1
apurtell;Albert-Chu-(JIRA);Albert-Chu-(JIRA)	20130923	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130106	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130106	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130107	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130107	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130109	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130113	hbase	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130114	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130127	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130130	hadoop-hdfs-project	4
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130131	hadoop-common-project	3
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130131	hadoop-hdfs-project	3
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130131	hadoop-mapreduce-project	3
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130131	hadoop-yarn-project	3
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130205	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130205	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130205	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130205	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130207	hadoop-common-project	6
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130207	hadoop-hdfs-project	5
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130207	hadoop-mapreduce-project	5
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130207	hadoop-yarn-project	5
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130208	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130208	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130208	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130214	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130226	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130311	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130401	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130401	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130411	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130411	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130423	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130515	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130520	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130521	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130521	hadoop-yarn-project	4
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130528	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130528	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130528	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130530	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130530	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130530	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130531	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130531	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130531	hadoop-yarn-project	3
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130601	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130601	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130601	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130601	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130602	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130602	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130602	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130602	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130603	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130603	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130603	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130603	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130614	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130614	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130614	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130614	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130615	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130615	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130615	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130615	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130616	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130616	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130616	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130616	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130618	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130619	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130620	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130620	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130620	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130620	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130621	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130626	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130626	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130626	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130626	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130701	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130702	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130704	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130708	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130709	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130710	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130711	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130717	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130717	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130717	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130730	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130730	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130730	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130731	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130806	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130814	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130814	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130814	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130814	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130815	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130815	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130815	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130815	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130816	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130816	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130816	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130816	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130819	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130819	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130819	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130819	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130916	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130917	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130917	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130917	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130918	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130918	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130918	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130919	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130919	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130923	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130923	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130923	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130924	hadoop-common-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130924	hadoop-mapreduce-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130924	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130926	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20130927	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131001	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131001	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131001	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131001	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131002	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131007	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131007	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131007	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131007	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131021	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131028	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131029	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131030	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131030	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131030	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131030	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131031	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131110	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131110	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131110	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131110	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131113	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131113	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131113	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131113	hadoop-yarn-project	2
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131206	hadoop-common-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131206	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur;Alejandro-Abdelnur	20131206	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130114	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130115	hadoop-common-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130115	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130116	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130130	hadoop-common-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130130	hadoop-hdfs-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130202	hadoop-yarn-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130205	hadoop-mapreduce-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130208	hadoop-common-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130212	hadoop-common-project	1
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130213	hadoop-common-project	3
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130214	hadoop-hdfs-project	2
apurtell;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130214	hadoop-mapreduce-project	1
arp;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130228	hadoop-common-project	1
arp;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130305	hadoop-hdfs-project	1
arp;Alejandro-Abdelnur-(JIRA);Alejandro-Abdelnur-(JIRA)	20130307	hadoop-hdfs-project	1
