"","name","date","project","email_count","svn_count","watches","votes","jira_count","jira_type","jira_priority"
"179","cm_t1",6,"team1",2,4,0,0,0,0,0
"180","cm_t1",6,"team1",2,3,0,0,0,0,0
"181","cm_t1",6,"team1",2,5,0,0,0,0,0
"182","cm_t1",6,"team1",2,7,0,0,0,0,0
"183","cm_t1",6,"team1",4,7,0,0,0,0,0
"184","cm_t1",6,"team1",4,5,0,0,0,0,0
"185","cm_t1",6,"team1",4,5,0,0,0,0,0
"186","cm_t1",6,"team1",4,4,0,0,0,0,0
"187","cm_t1",6,"team1",4,33,0,0,0,0,0
"188","cm_t1",6,"team1",4,14,0,0,0,0,0
"189","cm_t1",6,"team1",4,10,0,0,0,0,0
"190","cm_t1",6,"team1",4,5,0,0,0,0,0
"191","cm_t1",6,"team1",4,4,0,0,0,0,0
"192","cm_t1",6,"team1",4,3,0,0,0,0,0
"193","cm_t1",6,"team1",4,5,0,0,0,0,0
"194","cm_t1",6,"team1",4,7,0,0,0,0,0
"195","cm_t1",6,"team1",2,7,0,0,0,0,0
"196","cm_t1",6,"team1",2,5,0,0,0,0,0
"197","cm_t1",6,"team1",2,5,0,0,0,0,0
"198","cm_t1",6,"team1",2,4,0,0,0,0,0
"199","cm_t1",6,"team1",2,33,0,0,0,0,0
"200","cm_t1",6,"team1",2,14,0,0,0,0,0
"201","cm_t1",6,"team1",2,10,0,0,0,0,0
"202","cm_t1",6,"team1",2,5,0,0,0,0,0
"203","cm_t1",6,"team1",2,4,0,0,0,0,0
"204","cm_t1",6,"team1",2,3,0,0,0,0,0
"205","cm_t1",6,"team1",2,5,0,0,0,0,0
"206","cm_t1",6,"team1",2,7,0,0,0,0,0
"207","cm_t1",6,"team1",2,7,0,0,0,0,0
"208","cm_t1",6,"team1",2,5,0,0,0,0,0
"209","cm_t1",6,"team1",2,5,0,0,0,0,0
"210","cm_t1",6,"team1",2,4,0,0,0,0,0
"211","cm_t1",6,"team1",2,33,0,0,0,0,0
"212","cm_t1",6,"team1",2,14,0,0,0,0,0
"213","cm_t1",6,"team1",2,10,0,0,0,0,0
"214","cm_t1",6,"team1",2,5,0,0,0,0,0
"215","cm_t1",6,"team1",2,4,0,0,0,0,0
"216","cm_t1",6,"team1",2,3,0,0,0,0,0
"217","cm_t1",6,"team1",2,5,0,0,0,0,0
"218","cm_t1",6,"team1",2,7,0,0,0,0,0
"219","cm_t1",6,"team1",2,7,0,0,0,0,0
"220","cm_t1",6,"team1",2,5,0,0,0,0,0
"221","cm_t1",6,"team1",2,5,0,0,0,0,0
"222","cm_t1",6,"team1",2,4,0,0,0,0,0
